Platform,Year_of_Release,Genre,Publisher,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
PS3,2008.0,Misc,Activision,T,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5.0,26.0
GC,2005.0,Platform,Sega,E10+,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.6,120.0
PS3,2009.0,Simulation,Sony Computer Entertainment,E,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0
DS,2007.0,Adventure,Capcom,T,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0
PSP,2006.0,Simulation,Namco Bandai Games,T,0.37,0.3,0.12,0.19,0.99,75.0,26.0,8.3,30.0
X360,2011.0,Role-Playing,Namco Bandai Games,M,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0
PSP,2008.0,Racing,Take-Two Interactive,T,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0
PSP,2008.0,Sports,Konami Digital Entertainment,E,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0
Wii,2009.0,Sports,Electronic Arts,E,0.23,0.64,0.0,0.11,0.98,75.0,21.0,6.2,17.0
PS3,2010.0,Role-Playing,Namco Bandai Games,T,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0
PC,2008.0,Role-Playing,Bethesda Softworks,M,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0
GBA,2005.0,Misc,Nintendo,E,0.5,0.19,0.28,0.02,0.98,54.0,27.0,5.4,34.0
DS,2005.0,Strategy,THQ,E,0.86,0.03,0.01,0.08,0.98,44.0,19.0,6.6,25.0
Wii,2007.0,Fighting,THQ,T,0.38,0.5,0.0,0.11,0.98,59.0,13.0,5.9,18.0
X360,2013.0,Action,Electronic Arts,M,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,694.0
X360,2013.0,Action,Ubisoft,M,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,383.0
X360,2009.0,Sports,Take-Two Interactive,E,0.88,0.02,0.0,0.08,0.97,82.0,46.0,7.6,34.0
XB,2005.0,Sports,Electronic Arts,E,0.73,0.21,0.0,0.03,0.97,87.0,38.0,8.3,27.0
PC,2005.0,Action,Take-Two Interactive,M,0.0,0.93,0.0,0.04,0.97,93.0,47.0,8.9,1841.0
PS3,2007.0,Sports,Electronic Arts,E,0.89,0.0,0.0,0.08,0.97,81.0,31.0,5.3,33.0
GBA,2003.0,Strategy,Nintendo,E,0.49,0.18,0.29,0.01,0.97,88.0,31.0,9.2,144.0
X360,2009.0,Action,Electronic Arts,M,0.62,0.26,0.0,0.09,0.97,82.0,88.0,8.0,268.0
PS3,2013.0,Action,Disney Interactive Studios,E10+,0.49,0.32,0.0,0.16,0.97,75.0,21.0,5.9,47.0
PS2,2003.0,Sports,Electronic Arts,E,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0
PS2,2007.0,Action,Take-Two Interactive,M,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.9,67.0
XB,2004.0,Sports,Electronic Arts,E,0.33,0.6,0.0,0.04,0.97,81.0,34.0,8.7,23.0
PC,2012.0,Role-Playing,Electronic Arts,M,0.4,0.44,0.0,0.12,0.97,89.0,23.0,5.5,5926.0
DS,2006.0,Racing,THQ,E,0.85,0.04,0.0,0.07,0.97,54.0,17.0,2.1,11.0
Wii,2009.0,Misc,Activision,E10+,0.59,0.29,0.0,0.09,0.97,79.0,20.0,6.6,15.0
X360,2011.0,Action,Activision,E10+,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.2,53.0
GC,2006.0,Action,LucasArts,E10+,0.75,0.19,0.0,0.03,0.97,84.0,25.0,9.1,16.0
PS,2000.0,Shooter,Electronic Arts,T,0.54,0.37,0.0,0.06,0.97,86.0,16.0,9.0,44.0
PS2,2002.0,Role-Playing,Sony Computer Entertainment,T,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0
PC,2012.0,Shooter,Ubisoft,M,0.22,0.62,0.0,0.12,0.96,88.0,43.0,8.2,3183.0
PS4,2015.0,Shooter,Take-Two Interactive,M,0.36,0.41,0.05,0.15,0.96,76.0,46.0,4.3,894.0
PS3,2013.0,Action,Electronic Arts,M,0.44,0.36,0.0,0.16,0.96,76.0,37.0,6.4,522.0
PS2,2000.0,Sports,Electronic Arts,E,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0
PC,2012.0,Simulation,Focus Home Interactive,E,0.0,0.81,0.0,0.15,0.96,65.0,12.0,7.5,111.0
Wii,2010.0,Misc,Activision,T,0.47,0.4,0.0,0.09,0.96,77.0,26.0,7.5,17.0
Wii,2008.0,Platform,THQ,E,0.49,0.37,0.0,0.1,0.96,82.0,48.0,8.6,73.0
PS2,2002.0,Platform,Sony Computer Entertainment,M,0.36,0.28,0.22,0.09,0.96,71.0,33.0,7.9,43.0
XB,2002.0,Fighting,Midway Games,M,0.77,0.15,0.0,0.04,0.96,81.0,27.0,8.4,24.0
PC,2011.0,Action,Namco Bandai Games,M,0.25,0.56,0.0,0.14,0.96,88.0,76.0,8.5,4378.0
PS3,2012.0,Shooter,505 Games,M,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0
XB,2004.0,Sports,Global Star,E,0.88,0.04,0.0,0.04,0.95,85.0,28.0,8.7,22.0
PSP,2006.0,Adventure,Sony Computer Entertainment,M,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.7,18.0
3DS,2012.0,Sports,Nintendo,E,0.26,0.29,0.34,0.05,0.95,69.0,58.0,6.9,110.0
3DS,2011.0,Simulation,Nintendo,E,0.4,0.36,0.13,0.07,0.95,71.0,64.0,7.4,88.0
PS2,2004.0,Misc,Play It,E,0.8,0.03,0.0,0.13,0.95,60.0,8.0,7.7,11.0
DS,2008.0,Sports,Ubisoft,E,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0
PS2,2005.0,Action,Ubisoft,M,0.36,0.45,0.0,0.14,0.95,87.0,29.0,8.6,53.0
X360,2008.0,Platform,Sega,E10+,0.54,0.32,0.0,0.09,0.95,60.0,50.0,7.8,238.0
GC,2003.0,Platform,THQ,E,0.74,0.19,0.0,0.03,0.95,71.0,10.0,8.6,34.0
PS3,2012.0,Action,Sony Computer Entertainment,T,0.5,0.27,0.04,0.15,0.95,74.0,69.0,7.3,540.0
PS3,2013.0,Action,Konami Digital Entertainment,E,0.03,0.41,0.51,0.0,0.95,78.0,39.0,4.1,303.0
PS3,2012.0,Shooter,Ubisoft,M,0.41,0.32,0.09,0.12,0.95,79.0,18.0,6.9,156.0
PS2,2000.0,Strategy,Electronic Arts,T,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0
PS3,2011.0,Racing,Ubisoft,T,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0
X360,2010.0,Shooter,Electronic Arts,M,0.62,0.24,0.0,0.09,0.95,73.0,79.0,7.3,126.0
PS3,2010.0,Shooter,Capcom,T,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0
PS3,2011.0,Action,Disney Interactive Studios,E10+,0.36,0.43,0.0,0.16,0.95,73.0,42.0,7.1,34.0
PS2,2004.0,Shooter,Sony Computer Entertainment,M,0.79,0.03,0.0,0.13,0.94,70.0,67.0,7.4,254.0
GC,2004.0,Platform,THQ,E,0.73,0.19,0.0,0.03,0.94,73.0,9.0,7.8,13.0
3DS,2011.0,Shooter,Nintendo,E10+,0.48,0.27,0.13,0.06,0.94,81.0,65.0,8.2,231.0
PS2,2003.0,Action,Konami Digital Entertainment,M,0.46,0.36,0.0,0.12,0.94,79.0,45.0,8.4,74.0
PS3,2013.0,Action,Ubisoft,M,0.34,0.39,0.06,0.15,0.94,84.0,27.0,7.7,314.0
PS3,2011.0,Action,Activision,E10+,0.39,0.39,0.0,0.16,0.94,77.0,18.0,4.8,42.0
PSP,2008.0,Role-Playing,Sega,T,0.19,0.06,0.63,0.05,0.94,64.0,38.0,7.8,19.0
PS3,2008.0,Fighting,THQ,T,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7.0,49.0
X360,2009.0,Sports,Electronic Arts,E,0.87,0.0,0.0,0.07,0.94,83.0,26.0,6.7,37.0
PS3,2009.0,Action,Electronic Arts,M,0.54,0.27,0.0,0.13,0.94,83.0,61.0,7.6,162.0
Wii,2009.0,Sports,Activision,E10+,0.69,0.17,0.0,0.08,0.94,47.0,15.0,4.5,21.0
PS2,2006.0,Action,Take-Two Interactive,T,0.75,0.03,0.04,0.12,0.94,87.0,69.0,9.1,293.0
XB,2003.0,Action,Ubisoft,T,0.57,0.33,0.0,0.04,0.94,92.0,41.0,7.8,72.0
PS2,2006.0,Sports,Sony Computer Entertainment,E,0.78,0.03,0.0,0.13,0.94,83.0,30.0,8.9,31.0
PS2,2002.0,Sports,Electronic Arts,E,0.46,0.36,0.0,0.12,0.93,79.0,20.0,6.8,18.0
PS3,2013.0,Fighting,Namco Bandai Games,T,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0
PS4,2016.0,Sports,Electronic Arts,T,0.29,0.49,0.0,0.15,0.93,79.0,38.0,6.2,157.0
DS,2005.0,Simulation,Electronic Arts,E10+,0.81,0.05,0.0,0.07,0.93,70.0,13.0,6.1,24.0
XB,2002.0,Sports,Activision,T,0.59,0.3,0.0,0.04,0.93,90.0,25.0,8.5,21.0
XOne,2014.0,Role-Playing,Electronic Arts,M,0.56,0.28,0.0,0.09,0.93,85.0,28.0,6.9,703.0
PS3,2008.0,Role-Playing,Sony Computer Entertainment,T,0.33,0.16,0.36,0.08,0.93,64.0,77.0,7.5,213.0
PS3,2008.0,Misc,Sony Computer Entertainment,T,0.27,0.5,0.0,0.16,0.93,70.0,26.0,5.5,4.0
3DS,2016.0,Action,Nintendo,E,0.28,0.14,0.47,0.04,0.93,81.0,71.0,8.7,87.0
Wii,2009.0,Misc,Activision,T,0.4,0.43,0.0,0.1,0.93,85.0,20.0,8.6,17.0
GBA,2003.0,Action,Unknown,E,0.67,0.25,0.0,0.02,0.93,71.0,16.0,8.8,8.0
X360,2009.0,Action,Sega,M,0.51,0.25,0.09,0.08,0.93,90.0,86.0,8.0,597.0
PS2,2007.0,Sports,Sony Computer Entertainment,E,0.77,0.03,0.0,0.13,0.93,83.0,25.0,8.6,19.0
GC,2006.0,Racing,THQ,E,0.72,0.19,0.0,0.03,0.93,71.0,21.0,7.0,5.0
DS,2007.0,Simulation,Game Factory,E,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0
DS,2010.0,Role-Playing,Square Enix,E10+,0.53,0.09,0.27,0.05,0.93,66.0,58.0,7.0,76.0
X360,2009.0,Shooter,Codemasters,M,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0
PS4,2014.0,Action,Warner Bros. Interactive Entertainment,E10+,0.37,0.4,0.0,0.15,0.93,73.0,43.0,7.1,75.0
X360,2011.0,Misc,Activision,E10+,0.87,0.0,0.0,0.06,0.93,39.0,5.0,5.6,8.0
PS3,2008.0,Shooter,Ubisoft,M,0.44,0.34,0.0,0.15,0.93,76.0,48.0,8.0,70.0
PS3,2014.0,Action,Warner Bros. Interactive Entertainment,E10+,0.33,0.43,0.02,0.15,0.93,80.0,5.0,6.8,12.0
PC,2012.0,Action,Ubisoft,M,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1489.0
PC,2012.0,Shooter,Take-Two Interactive,M,0.42,0.41,0.0,0.1,0.93,89.0,38.0,8.2,2482.0
PS2,2003.0,Action,Konami Digital Entertainment,E,0.45,0.35,0.0,0.12,0.92,59.0,29.0,8.7,31.0
3DS,2013.0,Adventure,Nintendo,E,0.17,0.2,0.53,0.03,0.92,71.0,27.0,7.5,21.0
PS2,2001.0,Simulation,Titus,E,0.45,0.35,0.0,0.12,0.92,63.0,17.0,3.3,9.0
X360,2010.0,Sports,Electronic Arts,E,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0
PS,2000.0,Action,Electronic Arts,T,0.51,0.35,0.0,0.06,0.92,61.0,11.0,6.7,44.0
DS,2005.0,Adventure,Capcom,T,0.44,0.05,0.39,0.05,0.92,81.0,53.0,9.2,203.0
PS4,2015.0,Sports,Sony Computer Entertainment,E,0.68,0.08,0.0,0.17,0.92,80.0,44.0,7.8,190.0
PS3,2014.0,Role-Playing,Ubisoft,M,0.43,0.34,0.0,0.16,0.92,85.0,31.0,8.5,575.0
X360,2014.0,Role-Playing,Ubisoft,M,0.58,0.26,0.0,0.09,0.92,82.0,33.0,8.4,363.0
PS3,2012.0,Sports,Sony Computer Entertainment,E,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0
PSP,2006.0,Action,THQ,E,0.55,0.21,0.0,0.16,0.92,48.0,9.0,6.4,13.0
X360,2010.0,Action,Electronic Arts,M,0.63,0.2,0.02,0.07,0.92,73.0,71.0,7.7,224.0
Wii,2011.0,Misc,Nintendo,E10+,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0
X360,2008.0,Fighting,THQ,T,0.58,0.26,0.0,0.08,0.92,79.0,47.0,7.1,34.0
GC,2006.0,Racing,Sega,E,0.71,0.18,0.0,0.03,0.92,59.0,32.0,8.0,46.0
X360,2006.0,Role-Playing,Microsoft Game Studios,T,0.3,0.32,0.21,0.08,0.92,79.0,56.0,7.8,161.0
3DS,2012.0,Action,Marvelous Entertainment,E,0.41,0.17,0.3,0.05,0.91,74.0,21.0,8.2,62.0
Wii,2008.0,Action,Activision,E10+,0.5,0.32,0.0,0.09,0.91,70.0,20.0,6.7,7.0
PS3,2010.0,Sports,Electronic Arts,E,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0
PS2,2002.0,Sports,Electronic Arts,T,0.45,0.35,0.0,0.12,0.91,76.0,23.0,8.1,12.0
X360,2008.0,Strategy,Ubisoft,T,0.58,0.24,0.01,0.09,0.91,77.0,63.0,7.2,53.0
PS2,2003.0,Racing,Genki,E,0.35,0.27,0.21,0.09,0.91,63.0,15.0,8.9,23.0
Wii,2010.0,Role-Playing,Nintendo,T,0.43,0.25,0.16,0.07,0.91,92.0,59.0,8.9,950.0
PS,2000.0,Racing,Codemasters,E,0.02,0.8,0.02,0.07,0.91,90.0,13.0,8.7,31.0
PS3,2011.0,Action,Tecmo Koei,T,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0
XOne,2013.0,Sports,Take-Two Interactive,E,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0
PS3,2012.0,Sports,Electronic Arts,E,0.35,0.41,0.02,0.14,0.91,81.0,38.0,6.8,110.0
Wii,2008.0,Racing,Sega,E,0.48,0.32,0.02,0.09,0.91,56.0,26.0,8.1,57.0
XB,2004.0,Misc,Sega,E,0.61,0.26,0.0,0.04,0.91,75.0,20.0,7.9,12.0
PS3,2009.0,Shooter,Codemasters,M,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0
PS2,2002.0,Sports,Electronic Arts,E,0.44,0.35,0.0,0.12,0.9,80.0,23.0,7.6,5.0
X360,2007.0,Role-Playing,Microsoft Game Studios,T,0.45,0.26,0.11,0.08,0.9,78.0,68.0,8.3,432.0
PS4,2016.0,Fighting,Capcom,T,0.4,0.28,0.08,0.14,0.9,77.0,80.0,3.4,1221.0
XOne,2015.0,Action,Square Enix,M,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7.0,186.0
PS2,2004.0,Sports,Sony Computer Entertainment,E,0.44,0.35,0.0,0.12,0.9,78.0,36.0,7.6,9.0
X360,2009.0,Role-Playing,Activision,T,0.68,0.15,0.0,0.08,0.9,73.0,75.0,7.3,82.0
PS2,2005.0,Racing,Electronic Arts,E10+,0.75,0.03,0.0,0.12,0.9,90.0,52.0,8.8,114.0
X360,2013.0,Shooter,Electronic Arts,M,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,344.0
X360,2012.0,Action,Namco Bandai Games,M,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0
PS3,2011.0,Shooter,THQ,M,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0
PS4,2015.0,Action,Warner Bros. Interactive Entertainment,E10+,0.32,0.42,0.02,0.14,0.9,70.0,46.0,7.0,80.0
PC,2014.0,Role-Playing,Bethesda Softworks,M,0.32,0.51,0.0,0.07,0.9,71.0,64.0,5.7,2421.0
PS2,2006.0,Sports,Sony Computer Entertainment,E,0.17,0.13,0.55,0.05,0.9,70.0,44.0,8.1,8.0
PS3,2009.0,Racing,THQ,E,0.52,0.25,0.0,0.12,0.9,74.0,44.0,7.4,10.0
PS4,2013.0,Sports,Electronic Arts,E,0.63,0.13,0.0,0.15,0.9,74.0,13.0,5.2,118.0
XB,2003.0,Platform,Sega,E,0.41,0.43,0.01,0.05,0.9,73.0,28.0,7.6,34.0
PS2,2007.0,Platform,Activision,T,0.74,0.03,0.01,0.12,0.9,50.0,14.0,6.5,28.0
XB,2002.0,Shooter,Electronic Arts,T,0.65,0.22,0.0,0.03,0.9,71.0,16.0,7.5,15.0
3DS,2013.0,Action,Warner Bros. Interactive Entertainment,E10+,0.42,0.36,0.04,0.07,0.9,61.0,4.0,5.2,11.0
PS3,2009.0,Misc,Activision,T,0.42,0.34,0.0,0.14,0.9,86.0,53.0,7.8,49.0
XB,2004.0,Role-Playing,Activision,T,0.62,0.24,0.0,0.04,0.9,82.0,63.0,8.5,14.0
XB,2004.0,Sports,Electronic Arts,E,0.81,0.05,0.0,0.04,0.9,85.0,28.0,7.6,14.0
PS2,2003.0,Sports,Electronic Arts,E,0.44,0.34,0.0,0.11,0.9,68.0,21.0,6.6,27.0
PS2,2005.0,Sports,Unknown,M,0.74,0.03,0.0,0.12,0.89,76.0,25.0,8.0,20.0
GBA,2001.0,Platform,Konami Digital Entertainment,T,0.6,0.22,0.05,0.02,0.89,91.0,22.0,8.5,59.0
PS3,2011.0,Shooter,Sony Computer Entertainment,M,0.66,0.11,0.04,0.08,0.89,67.0,64.0,6.3,121.0
PS2,2005.0,Sports,Electronic Arts,E,0.74,0.03,0.0,0.12,0.89,83.0,29.0,6.2,16.0
X360,2012.0,Sports,Electronic Arts,E,0.17,0.62,0.0,0.1,0.89,77.0,47.0,6.7,58.0
GBA,2004.0,Adventure,Nintendo,E,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.6,58.0
GBA,2004.0,Strategy,Nintendo,E,0.42,0.16,0.3,0.02,0.89,85.0,38.0,9.1,132.0
PSP,2006.0,Shooter,Sony Computer Entertainment,T,0.44,0.27,0.0,0.18,0.89,77.0,56.0,8.3,80.0
GC,2003.0,Action,THQ,E,0.69,0.18,0.0,0.02,0.89,62.0,11.0,5.5,8.0
PS,1997.0,Simulation,Sony Computer Entertainment,T,0.16,0.11,0.56,0.06,0.89,83.0,10.0,8.2,22.0
PS2,2001.0,Sports,Sega,E,0.44,0.34,0.0,0.11,0.89,85.0,16.0,7.5,6.0
PS3,2008.0,Racing,Disney Interactive Studios,E,0.42,0.33,0.0,0.14,0.89,83.0,43.0,7.8,30.0
PSP,2009.0,Shooter,Sony Computer Entertainment,M,0.27,0.35,0.05,0.21,0.89,81.0,67.0,8.1,84.0
DS,2008.0,Shooter,Activision,T,0.56,0.25,0.0,0.08,0.89,75.0,12.0,7.8,20.0
PS3,2011.0,Sports,Electronic Arts,E,0.52,0.25,0.0,0.11,0.89,80.0,41.0,7.3,17.0
Wii,2008.0,Sports,Electronic Arts,E,0.28,0.51,0.0,0.09,0.89,80.0,18.0,8.4,22.0
PS3,2009.0,Action,Activision,E10+,0.47,0.29,0.0,0.13,0.89,70.0,25.0,7.1,16.0
DS,2008.0,Role-Playing,Nintendo,E,0.83,0.0,0.0,0.06,0.89,70.0,17.0,7.9,15.0
PS3,2012.0,Action,Electronic Arts,E,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0
Wii,2008.0,Misc,Sega,E,0.41,0.37,0.01,0.09,0.88,68.0,43.0,8.1,40.0
PS3,2007.0,Action,Electronic Arts,T,0.38,0.36,0.0,0.15,0.88,71.0,30.0,7.5,49.0
PC,2009.0,Shooter,Activision,M,0.01,0.79,0.0,0.09,0.88,86.0,40.0,4.2,6430.0
PS3,2011.0,Action,Square Enix,T,0.27,0.46,0.0,0.15,0.88,78.0,37.0,8.1,60.0
X360,2010.0,Racing,Codemasters,E,0.18,0.59,0.01,0.1,0.88,84.0,43.0,7.5,65.0
PS3,2009.0,Shooter,Ubisoft,M,0.35,0.37,0.01,0.15,0.88,78.0,47.0,7.8,91.0
PS2,2005.0,Action,Take-Two Interactive,E,0.43,0.34,0.0,0.11,0.88,84.0,23.0,8.3,13.0
PSP,2011.0,Fighting,Square Enix,T,0.21,0.12,0.46,0.08,0.88,78.0,52.0,8.3,144.0
Wii,2006.0,Racing,Ubisoft,E,0.8,0.0,0.01,0.07,0.88,51.0,11.0,7.8,17.0
XOne,2016.0,Action,Ubisoft,M,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0
3DS,2012.0,Action,Capcom,M,0.3,0.22,0.3,0.05,0.88,82.0,78.0,8.5,397.0
DS,2008.0,Role-Playing,Sega,E,0.5,0.29,0.01,0.08,0.88,74.0,55.0,7.3,81.0
DS,2008.0,Action,LucasArts,T,0.5,0.28,0.0,0.09,0.88,61.0,8.0,5.5,18.0
PC,2008.0,Action,Take-Two Interactive,M,0.01,0.79,0.0,0.07,0.88,90.0,40.0,6.6,2299.0
X360,2010.0,Misc,MTV Games,T,0.73,0.09,0.0,0.06,0.88,93.0,57.0,8.2,137.0
X360,2010.0,Fighting,THQ,T,0.44,0.35,0.0,0.08,0.88,75.0,49.0,7.6,45.0
PS2,2004.0,Sports,Global Star,E,0.43,0.33,0.0,0.11,0.88,86.0,25.0,8.1,18.0
PS4,2015.0,Shooter,Take-Two Interactive,M,0.38,0.33,0.03,0.14,0.88,82.0,49.0,7.8,345.0
XB,2003.0,Simulation,Microsoft Game Studios,T,0.65,0.19,0.0,0.03,0.87,88.0,49.0,8.8,45.0
Wii,2007.0,Sports,Electronic Arts,E,0.8,0.0,0.0,0.07,0.87,76.0,29.0,6.8,27.0
PS,2001.0,Shooter,TalonSoft,T,0.49,0.33,0.0,0.06,0.87,48.0,4.0,6.6,16.0
Wii,2009.0,Racing,Codemasters,E,0.15,0.62,0.0,0.11,0.87,69.0,29.0,7.2,30.0
XB,2003.0,Shooter,Ubisoft,M,0.61,0.24,0.0,0.03,0.87,81.0,33.0,8.8,17.0
X360,2012.0,Action,Square Enix ,M,0.38,0.4,0.01,0.08,0.87,80.0,47.0,7.9,468.0
X360,2012.0,Role-Playing,Electronic Arts,M,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0
PS2,2008.0,Role-Playing,Square Enix,E10+,0.73,0.03,0.0,0.12,0.87,68.0,20.0,7.2,105.0
PSP,2009.0,Role-Playing,Sega,T,0.08,0.11,0.62,0.06,0.87,69.0,27.0,8.1,35.0
X360,2011.0,Misc,Ubisoft,E10+,0.62,0.18,0.0,0.07,0.87,63.0,31.0,6.8,29.0
PS3,2012.0,Action,Sony Computer Entertainment,E,0.42,0.3,0.01,0.15,0.87,73.0,69.0,6.9,159.0
PS2,2006.0,Sports,Activision,T,0.72,0.03,0.0,0.12,0.87,69.0,17.0,7.3,19.0
X360,2008.0,Racing,Codemasters,E,0.33,0.44,0.01,0.09,0.87,87.0,62.0,7.9,131.0
X360,2007.0,Racing,Codemasters,E,0.38,0.4,0.0,0.09,0.87,83.0,59.0,7.4,94.0
X360,2009.0,Shooter,THQ,M,0.48,0.29,0.01,0.09,0.87,85.0,84.0,8.1,237.0
PS2,2005.0,Fighting,Electronic Arts,T,0.72,0.03,0.0,0.12,0.87,88.0,37.0,9.0,37.0
XB,2002.0,Shooter,SCi,T,0.48,0.37,0.0,0.02,0.87,65.0,14.0,8.1,17.0
Wii,2008.0,Simulation,505 Games,E,0.51,0.27,0.01,0.08,0.87,62.0,17.0,4.9,12.0
X360,2008.0,Shooter,Ubisoft,M,0.47,0.3,0.0,0.09,0.87,76.0,65.0,8.3,149.0
PS,2000.0,Role-Playing,Crave Entertainment,T,0.3,0.2,0.3,0.06,0.87,92.0,19.0,8.3,129.0
PS2,2007.0,Action,Tecmo Koei,T,0.11,0.09,0.64,0.03,0.87,55.0,14.0,8.2,16.0
PS3,2013.0,Shooter,Electronic Arts,M,0.26,0.42,0.03,0.16,0.87,77.0,23.0,6.3,288.0
PS3,2008.0,Shooter,Electronic Arts,T,0.29,0.39,0.02,0.16,0.87,72.0,43.0,7.1,73.0
Wii,2009.0,Action,Atari,E10+,0.59,0.2,0.0,0.07,0.86,76.0,29.0,8.5,28.0
PS4,2015.0,Misc,Activision,T,0.34,0.38,0.0,0.14,0.86,80.0,69.0,6.2,160.0
Wii,2009.0,Simulation,Nintendo,E10+,0.46,0.21,0.12,0.06,0.86,76.0,42.0,8.5,26.0
PSP,2006.0,Sports,Konami Digital Entertainment,E,0.01,0.72,0.12,0.01,0.86,81.0,10.0,8.3,14.0
PS2,2002.0,Fighting,Rage Software,T,0.42,0.33,0.0,0.11,0.86,74.0,14.0,8.4,11.0
PS,2001.0,Racing,Empire Interactive,E,0.48,0.33,0.0,0.06,0.86,53.0,4.0,5.8,4.0
X360,2010.0,Misc,Activision,T,0.47,0.31,0.0,0.08,0.86,72.0,65.0,6.5,51.0
PSP,2006.0,Puzzle,Sony Computer Entertainment,E,0.12,0.51,0.0,0.23,0.86,76.0,46.0,7.9,14.0
PS2,2003.0,Action,Tecmo Koei,T,0.17,0.13,0.51,0.04,0.86,72.0,15.0,9.1,39.0
X360,2010.0,Sports,Electronic Arts,E,0.32,0.42,0.02,0.09,0.85,83.0,61.0,8.1,58.0
Wii,2007.0,Action,Eidos Interactive,T,0.12,0.62,0.0,0.11,0.85,73.0,22.0,7.3,25.0
X360,2007.0,Sports,Take-Two Interactive,E,0.79,0.0,0.0,0.07,0.85,81.0,33.0,7.0,28.0
XB,2004.0,Sports,Electronic Arts,E,0.64,0.18,0.0,0.03,0.85,88.0,26.0,8.9,14.0
PS3,2012.0,Role-Playing,Electronic Arts,M,0.37,0.29,0.09,0.11,0.85,81.0,34.0,7.6,376.0
PS3,2008.0,Fighting,Atari,T,0.22,0.33,0.18,0.12,0.85,71.0,32.0,7.2,51.0
PS3,2012.0,Fighting,Namco Bandai Games,T,0.28,0.31,0.13,0.13,0.85,82.0,50.0,8.2,193.0
PS3,2009.0,Action,Ubisoft Annecy,M,0.52,0.16,0.08,0.1,0.85,83.0,52.0,7.7,115.0
PS2,2007.0,Action,THQ,E,0.31,0.0,0.0,0.53,0.85,65.0,9.0,8.0,11.0
PS2,2002.0,Racing,Acclaim Entertainment,E,0.42,0.32,0.0,0.11,0.85,86.0,31.0,8.2,48.0
WiiU,2013.0,Sports,Nintendo,E,0.35,0.23,0.21,0.05,0.85,72.0,19.0,7.7,72.0
PS2,2000.0,Fighting,Virgin Interactive,T,0.32,0.25,0.2,0.08,0.85,64.0,17.0,7.9,31.0
DS,2008.0,Platform,Nintendo,E,0.6,0.0,0.2,0.05,0.85,75.0,25.0,8.4,26.0
PS3,2010.0,Sports,Electronic Arts,E,0.79,0.0,0.0,0.06,0.85,85.0,22.0,7.4,25.0
Wii,2009.0,Shooter,Sega,M,0.44,0.3,0.02,0.09,0.85,78.0,65.0,8.7,95.0
PS3,2010.0,Shooter,Electronic Arts,M,0.44,0.27,0.01,0.12,0.85,74.0,56.0,7.0,88.0
PS3,2012.0,Action,THQ,M,0.35,0.35,0.01,0.14,0.84,84.0,39.0,7.1,422.0
